Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
James,Rivera,Katherine Circle 162,Gonzalezview,22719,Danmark,DK,19631111-9361,+45,001-502-260-7315x8352,1963-11-11,True
Ritva,Pesonen,Lepolankuja 83,Polvijärvi,29593,Finland,FI,19800826-5274,+358,0694394592,1980-08-26,True
Thomas,Hobbs,Jackson Bridge 18936,Emilybury,80867,Danmark,DK,19450721-3076,+45,001-759-701-3078x71271,1945-07-21,True
Harry,Mattsson,Skogstorget 50,Östersund,61196,Sverige,SE,19631227-4542,+46,001-48 63 91,1963-12-27,True
Luis,Brown,Craig Junctions 3912,Cunninghamburgh,36882,Danmark,DK,19470117-4998,+45,001-849-747-9315x517,1947-01-17,True
Leif,Karlsson,Industristigen 0,Skövde,63090,Sverige,SE,19851107-0017,+46,+46 (0)8 524 826 22,1985-11-07,True
Nichole,Kirby,Evans Brook 360,New Robert,89434,Danmark,DK,19400620-6672,+45,(618)215-5383,1940-06-20,True
Harri,Koponen,Louhenpolku 758,Heinävesi,84097,Finland,FI,19930318-452C,+358,+358 65 5382190,1993-03-18,True
Oskari,Kämäräinen,Haakoninlahdenpolku 92,Saarijärvi,75390,Finland,FI,19741018-1072,+358,+358925495383,1974-10-18,True
Shannon,Mcmillan,Ryan Turnpike 3271,West Codychester,12462,Danmark,DK,19610305-6010,+45,415.844.8486,1961-03-05,True
Peter,Chan,Jackson Manors 185,North Bethfort,52382,Danmark,DK,19791208-9779,+45,559.885.5945x4284,1979-12-08,True
Julia,Håkansson,Industrigränd 65,Alingsås,88911,Sverige,SE,19520604-1431,+46,096-41 64 90,1952-06-04,True
Mattias,Axelsson,Ringgränd 2,Borlänge,12591,Sverige,SE,19720129-7644,+46,+46 (0)548 378 74,1972-01-29,True
Kristian,Strøm,Eidetjernet 8,Sindreeid,7500,Norge,NO,19710818-3419,+47,+47 04 65 84 71,1971-08-18,True
Alexander,Blom,Villavägen 18,Kristianstad,20272,Sverige,SE,19870510-8441,+46,08-681 309 14,1987-05-10,True
Jeanette,Hellberg,Industristigen 1,Falun,26833,Sverige,SE,19401117-8458,+46,08-270 801 86,1940-11-17,True
Karl,Hermansson,Nygatan 69,Jönköping,84362,Sverige,SE,19930416-7067,+46,061-07 41 65,1993-04-16,True
Omar,Ortiz,Roman Causeway 5983,West Catherinemouth,10556,Danmark,DK,19961005-6939,+45,(573)341-7724,1996-10-05,True
Luis,Dean,Steven Wells 058,South Robert,12482,Danmark,DK,19701126-3523,+45,001-372-950-8512,1970-11-26,True
Jan,Åberg,Ekgatan 211,Piteå,46982,Sverige,SE,20001203-4623,+46,08-011 263 07,2000-12-03,True
Gerd,Hansen,Ruudgrenda 31,Berg,6370,Finland,NO,19870721-5517,+47,42030238,1987-07-21,True
Nora,Ødegård,Thomassenengen 6,Vegardstrand,5149,Norge,NO,19970116-0914,+47,925 14 239,1997-01-16,True
Johan,Johansson,Parkgatan 1,Karlstad,20021,Sverige,SE,19990402-5843,+46,041-936 38 30,1999-04-02,True
Alf,Gundersen,Nguyenkollen 636,Linevær,7017,Norge,NO,19430128-5970,+47,97586345,1943-01-28,True
Eva,Karlsson,Granstigen 647,Kristianstad,63322,Sverige,SE,19671206-6542,+46,08-440 593 99,1967-12-06,True
Lori,Smith,Marcus Pass 2404,Port Joseborough,16611,Danmark,DK,19601021-8189,+45,(853)914-6634x36261,1960-10-21,True
Sixten,Olsson,Trädgårdsgränd 73,Landskrona,78602,Sverige,SE,19770901-3905,46,+46 (0)10 77 00 69,1977-09-01,True
Steven,Fuentes,Jennifer Crossroad 8018,Michaelberg,68939,Danmark,DK,19820729-0470,+45,(865)382-7287,1982-07-29,True
Karin,Andersson,Parkgränd 145,Malmö,59331,Sverige,SE,19781005-8465,+46,063-63 69 85,1978-10-05,True
Jonna,Pelkonen,Sapilasbulevardi 62,Maarianhamina,10923,Finland,FI,19970916-303F,+358,+358 69 0116094,1997-09-16,True
Erik,Karlsson,Kyrkogatan 8,Sandviken,15760,Sverige,SE,19920424-1681,+46,0617-243 91,1992-04-24,True
Marie,Andersson,Fabriksgatan 685,Landskrona,88546,Sverige,SE,20000710-1237,+46,08-822 518 62,2000-07-10,True
Anders,Jonsson,Nyvägen 785,Sandviken,93234,Sverige,SE,19610412-7978,+46,+46 (0)00 47 02 39,1961-04-12,True
Monica,Kristiansen,Hagenholtet 857,Ellensund,3318,Norge,NO,19970429-5662,+47,46486615,1997-04-29,True
Joshua,Potts,Holly Cove 49443,Cummingsfurt,59894,Danmark,DK,19740809-3625,+45,865-455-7984x911,1974-08-09,True
Tony,Foster,Ruiz Fort 09808,New Rebeccatown,40740,Danmark,DK,19460725-4698,+45,661.266.1247x606,1946-07-25,True
Tanya,Wells,Flores Spurs 2949,Joshuastad,31931,Danmark,DK,19720414-9421,+45,(936)482-4675x3108,1972-04-14,True
Frida,Karlsson,Stationsvägen 48,Uppsala,62227,Sverige,SE,19701016-1083,+46,004-05 63 02,1970-10-16,True
Christina,Olsson,Järnvägsgränd 226,Sundsvall,98307,Svdrige,SE,19690808-2298,+46,+46 (0)8 451 717 21,1969-08-08,True
Jan,Eriksson,Furugatan 561,Kalmar,31801,Sverige,SE,19460310-7625,+46,+46 (0)853 998 07,1946-03-10,True
Patrik,Olsson,Kyrkvägen 7,Falun,66357,Sverige,SE,19890216-8957,+46,0078-035 73,1989-02-16,True
Alexander,Jensen,Furuvägen 236,Sandviken,56120,Sverige,SE,19851231-3855,+46,0813-173 62,1985-12-31,True
Karin,Sæther,Hanssenmarka 33,Audfoss,8646,Norge,NO,19930918-9443,+47,917 07 489,1993-09-18,True
Sara,Jonsson,Kyrkstigen 4,Borås,15549,Sverige,SE,19960314-5358,+46,090-53 02 83,1996-03-14,True
Katie,Kelley,Clark Flat 38928,Port Kendramouth,93725,Danmark,DK,19990304-1609,+45,+1-781-317-7807,1999-03-04,True
Odd,Lie,Hanssenekra 1,Rønning,1840,Norge,NO,19431102-3728,+47,96858821,1943-11-02,True
Solveig,Kristiansen,Johnsenlia 4,Olastrand,9079,Norge,NO,19650315-2063,+47,+4715613896,1965-03-15,True
Jacob,Lindqvist,Idrottstorget 32,Kalmar,21402,Sverige,SE,19610115-4222,+46,054-340 90 01,1961-01-15,True
Bror,Karlsson,Ekgränd 56,Linköping,47735,Sverige,SE,19921010-7312,+46,015-511 91 88,1992-10-10,True
Ingegerd,Persson,Skolgatan 9,Eskilstuna,53457,Sverige,SE,19790822-5237,+46,045-15 25 90,1979-08-22,True
Maria,Andersson,Skolvägen 6,Nyköping,76737,Sverige,SE,19900505-2544,+46,0795-597 35,1990-05-05,True
Inger,Karlsen,Evensenflata 31D,Sigridfjord,2892,Norge,NO,19980510-4948,+47,95055969,1998-05-10,True
Gunnar,Sjöström,Björkgatan 457,Halmstad,76747,Sverige,SE,19481222-7159,+46,0242-59 52 90,1948-12-22,True
Kai,Hakala,Rantavarastonbulevardi 0,Joroinen,90725,Finland,FI,19700914-078M,+358,+358187189895,1970-09-14,True
Mari,Olsen,Hauglandgropa 8,Alfborg,1447,Norge,NO,19670928-7902,+47,45302364,1967-09-28,True
Petter,Nilsen,Sivertsenjordet 77,Synnøvevik,7127,Norge,NO,19611210-9687,+47,71810345,1961-12-10,True
Michael,Lopez,Randall Course 47523,South Debra,64271,Danmark,DK,19960325-3802,+45,832-868-9642,1996-03-25,True
Tone,Pedersen,Aasengjerdet 9,Astrideid,4341,Norge,NO,19520520-2823,+47,48 26 89 47,1952-05-20,True
Rose-Marie,Bergström,Björkvägen 6,Lund,89555,Sverige,SE,19740126-5401,+46,08-53 41 77,1974-01-26,True
Pirjo,Ahonen,Poikasaartenbulevardi 89,Teuva,41709,Finland,FI,19911031-0979,+358,0115081539,1991-10-31,True
Gunnar,Palm,Strandvägen 2,Skövde,95068,Sverige,SE,19941109-3218,+46,08-62 34 94,1994-11-09,True
Johan,Löfgren,Asptorget 260,Jönköping,83997,Sverige,SE,19800321-6554,+46,077-99 80 07,1980-03-21,True
Maria,Forsberg,Björkvägen 192,Borås,13924,Sverige,SE,19701030-5734,+46,+46 (0)76 79 24 03,1970-10-30,True
Ruth,Lund,Eriksenmyra 6,Eliassen,5857,Norge,NO,19541120-0364,+47,+47 81 74 58 58,1954-11-20,True
Silje,Vik,Tveitvika 1A,Sandvik,8850,Norge,NO,19680611-6153,+47,65 13 06 87,1968-06-11,True
Elisabeth,Nilsson,Bäckgatan 0,Gävle,70193,Sverige,SE,19600829-2468,+46,+46 (0)130 796 19,1960-08-29,True
Theresa,Anderson,Carter Squares 9014,Port William,26040,Danmark,DK,19670318-2900,+45,386-839-5297x803,1967-03-18,True
Bryan,Forbes,Christopher Springs 3156,East Desireestad,32666,Danmark,DK,19980501-5406,+45,001-502-273-3803x70378,1998-05-01,True
Marjatta,Tuominen,Yrttimaanpolku 1,Tuusula,11646,Finland,FI,20000923-591U,358,0233047297,2000-09-23,True
Aune,Pekkala,Immolanbulevardi 915,Juva,11782,Finland,FI,19590304-820C,+358,+358 894537562,1959-03-04,True
Jens,Kristensen,Johannessentunet 016,Theamark,3526,Norge,NO,19640115-9850,+47,977 03 877,1964-01-15,True
Margareta,Andersson,Ringgatan 388,Uddevalla,48421,Sverige,SE,19730617-8009,+46,+46 (0)64 44 06 46,1973-06-17,True
Göran,Karlsson,Ringgatan 245,Skellefteå,73656,Sverige,SE,19601013-3743,+46,+46 (0)59 95 19 44,1960-10-13,True
Elias,Heinonen,Ida Ekmanin katu 4,Punkalaidun,51474,Finland,FI,19530422-749W,+358,+358 916799219,1953-04-22,True
Stephanie,Allen,Ayala Plains 7403,East Antonio,21122,Danmark,DK,19440319-8528,+45,418-397-4569x53012,1944-03-19,True
Anthony,Horn,Sparks Cliffs 98205,Port Kimberlyfort,42338,Danmark,DK,19960108-4805,+45,(274)864-4299x44911,1996-01-08,True
Tor,Tveit,Hansenjordet 3,Sandvik,6799,Norge,NO,19500219-1522,+47,32748814,1950-02-19,True
Kristin,Gustafsson,Idrottsvägen 88,Mölndal,95859,Sverige,SE,19790822-0940,+46,08-87 17 57,1979-08-22,True
Marko,Laine,Sapilaskuja 955,Lempäälä,02500,Finland,FI,19710108-089L,+358,+358 303461459,1971-01-08,True
Erik,Gustafsson,Parkstigen 408,Trollhättan,78071,Sverige,SE,19440205-3421,+46,+46 (0)8 429 345 79,1944-02-05,True
Monica,Gundersen,Kristensenløkka 9E,Sanderfjord,3072,Norge,NO,19860509-6066,+47,458 53 909,1986-05-09,True
Magnus,Malmberg,Industrivägen 9,Örebro,80691,Sverige,SE,19440203-2256,+46,+46 (0)726 467 94,1944-02-03,True
Timothy,Wilson,Destiny Mall 694,Thompsonview,07626,Danmark,DK,19890508-2444,+45,4942930273,1989-05-08,True
Thea,Karlsen,Mathisensvingen 91,Astridås,8118,Norge,NO,19950912-1134,+47,08 51 25 57,1995-09-12,True
Lynn,Quinn,Erin Divide 560,Hoodbury,17669,Danmark,DK,19710209-8995,+45,(778)753-0015,1971-02-09,True
Päivi,Härkönen,Sahaajankatu 5,Lapua,76569,Finland,FI,19630825-1759,+358,+358 27 4072282,1963-08-25,True
Johnny,Magnusson,Björkgatan 59,Kristianstad,56468,Sverige,SE,19811012-8233,+46,+46 (0)8 750 862 44,1981-10-12,True
Börje,Hansson,Industrivägen 8,Kristianstad,81644,Sverige,SE,19960723-5228,+46,027-913 04 69,1996-07-23,True
Ryan,Hughes,Stephen Parkways 76015,Port Louiston,97170,Danmark,DK,19901004-3101,+45,+1-834-370-5937x087,1990-10-04,True
Laila,Andreassen,Kristensenmoen 034,Helland,6341,Norge,NO,19791223-3487,+47,96291391,1979-12-23,True
Elias,Heikkinen,Saanatunturintie 7,Hailuoto,70684,Finland,FI,19670814-781S,+358,0631826176,1967-08-14,True
Kjell,Kristiansen,Edvardsengrenda 69,Eirikvik,4816,Norge,NO,19510629-0585,+47,30896718,1951-06-29,True
Lisa,Jonsson,Kyrkovägen 2,Mölndal,54124,Sverige,SE,19671016-7921,+46,+46 (0)8 800 418 40,1967-10-16,True
Jan,Ivarsson,Idrottsstigen 4,Göteborg,32286,Sverige,SE,19630209-9596,+46,0545-70 86 51,1963-02-09,True
Erik,Nilsson,Ängsvägen 34,Göteborg,71353,Sverige,SE,19911111-2788,+46,+46 (0)8 108 409 25,1991-11-11,True
Josef,Henriksson,Trädgårdsvägen 453,Sundsvall,66863,Sverige,SE,19611001-9626,+46,+46 (0)82 95 15 90,1961-10-01,True
Georg,Hellström,Strandvägen 4,Göteborg,69342,Sverige,SE,19680716-0913,+46,+46 (0)40 72 95 50,1968-07-16,True
Daniel,Gardner,Leonard Knoll 358,Jacksonville,20632,Danmark,DK,19710928-0800,+45,+1-893-687-9750,1971-09-28,True
Iris,Olsson,Backgatan 4,Växjö,77029,Sverige,SE,19420815-7359,+46,+46 (0)8 801 015 47,1942-08-15,True
Sondre,Aune,Isaksentunet 11,Brittøy,2650,Norge,NO,19630713-3927,+47,98213848,1963-07-13,True
Anneli,Hänninen,Dunckerinkatu 9,Pomarkku,23192,Finland,FI,19850914-213R,+358,0966216562,1985-09-14,True
Brad,Martin,Houston Union 04821,West Melissachester,55214,Danmark,DK,19500409-1370,+45,001-751-532-3487x118,1950-04-09,True
Whitney,George,Jacob Club 910,West Stephenport,11451,Danmark,DK,19680131-5525,+45,739.270.5367x08722,1968-01-31,True
Sara,Engen,Andresenløkka 6,Marieø,1130,Norge,NO,19540924-4468,+47,12998843,1954-09-24,True
Britt,Pettersen,Amundsenkollen 9F,Ellingsen,7025,Norge,NO,19740702-8402,+47,66417236,1974-07-02,True
Anne-Marie,Pettersson,Bäcktorget 7,Karlskrona,30812,Sverige,SE,19441031-2968,+46,+46 (0)8 408 664 95,1944-10-31,True
Kristian,Amundsen,Mathisenvollen 17,Thomasvær,2264,Norge,NO,19560228-4205,+47,918 44 070,1956-02-28,True
Ritva,Perälä,Jännetie 489,Luoto,28336,Finland,FI,19640321-268U,+358,0720472708,1964-03-21,True
Evert,Vikström,Skolvägen 1,Falun,43586,Sverige,SE,19421104-8300,+46,08-730 060 80,1942-11-04,True
Linda,Nilsson,Industrivägen 64,Luleå,96752,Sverige,SE,19810509-9295,+46,+46 (0)823 844 27,1981-05-09,True
Anna,Sundin,Kvarngatan 438,Karlskrona,76230,Sverige,SE,19890907-2123,+46,08-132 476 93,1989-09-07,True
Valtteri,Myllymäki,Bergankatu 2,Kauhajoki,52340,Finland,FI,19561031-5284,+358,+358411271933,1956-10-31,True
Ingegärd,Aronsson,Trädgårdstorget 00,Lidingö,15456,Sverige,SE,19940829-0169,+46,+46 (0)8 531 218 53,1994-08-29,True
Tapio,Lassila,Bertel Jungin polku 563,Salla,17035,Finland,FI,19821015-217K,+358,+358 99 1218375,1982-10-15,True
Gerd,Dahl,Antonsenekra 599,Sebastiandal,4692,Norge,NO,19811011-5442,+47,48032852,1981-10-11,True
Margareta,Svensson,Granvägen 29,Örnsköldsvik,15331,Sverige,SE,19960126-6574,+46,+46 (0)8 350 713 37,1996-01-26,True
Sara,Delgado,Richardson Knoll 007,Stevenville,99109,Danmark,DK,19570117-4106,+45,001-763-880-8170x06993,1957-01-17,True
Karl,Ekström,Parkgatan 9,Motala,20641,Sverige,SE,19550428-9839,+46,038-636 56 51,1955-04-28,True
Maria,Gustafsson,Skolgränd 55,Skövde,47924,Sverige,SE,19730904-5980,+46,08-22 97 33,1973-09-04,True
Simen,Lund,Martinsenåsen 832,Ingridbø,4156,Norge,NO,19530620-1915,+47,+4789640100,1953-06-20,True
Kenneth,Pettersen,Andersenekra 34,Ødegård,0805,Norge,NO,19520218-8330,+47,+4780365795,1952-02-18,False
Ebba,Dahlgren,Strandgränd 386,Skövde,81076,Sverige,SE,19970821-9869,+46,08-08 49 68,1997-08-21,True
Elise,Sandvik,Christensenspranget 72,Øyvindborg,9014,Norge,NO,19900907-2675,+47,04801070,1990-09-07,True
Siv,Simonsen,Jacobsenekra 38,Elisabethsand,6408,Norge,NO,19950819-0707,+47,904 23 845,1995-08-19,True
John,Mcdaniel,Smith Coves 10408,New Julie,43525,Danmark,DK,19500625-9334,+45,+1-549-924-3718x329,1950-06-25,True
Paula,Becker,Washington Lane 81540,Meghanborough,99166,Danmark,DK,19970629-7871,+45,784-386-2473x403,1997-06-29,True
Gudrun,Åström,Industristigen 5,Landskrona,74871,Sverige,SE,19591209-8665,+46,0933-00 39 07,1959-12-09,True
Helena,Larsson,Granstigen 3,Göteborg,82825,Sverige,SE,19941024-4671,+46,074-011 52 80,1994-10-24,True
Marie,Engström,Genstigen 2,Trelleborg,63414,Sverige,SE,19751201-0759,+46,08-863 74 61,1975-12-01,True
Adam,Lam,Valentine Stravenue 0641,Joshuafort,40712,Danmark,DK,19690326-5678,+45,460.329.6804x66087,1969-03-26,True
Patrik,Gustafsson,Gengränd 120,Uppsala,16494,Sverige,SE,19970125-6751,+46,08-960 00 53,1997-01-25,True
James,Bowers,Thompson Isle 73088,Jillburgh,75741,Danmark,DK,19530511-6837,+45,(200)995-8082x66739,1953-05-11,True
Olof,Karlsson,Strandvägen 79,Nyköping,71062,Sverige,SE,19701009-5653,+46,071-760 82 19,1970-10-09,True
Gun,Andersson,Villagränd 0,Ängelholm,46732,Sverige,SE,19910616-8418,+46,08-587 35 56,1991-06-16,True
Göte,Jonsson,Ringvägen 278,Örnsköldsvik,76650,Sverige,SE,19760730-2259,+46,0212-09 26 14,1976-07-30,True
Peter,Nilsson,Kyrktorget 50,Halmstad,63866,Sverige,SE,19740314-2487,+46,074-60 90 63,1974-03-14,True
Lisa,Wells,Kathleen Lock 6331,North Terri,90701,Danmark,DK,19720801-7332,+45,(296)203-4754x681,1972-08-01,True
Matti,Aaltonen,Mannerheiminkuja 22,Hattula,72148,Finland,FI,19750327-679K,+358,(+358) 063301247,1975-03-27,True
John,Andersson,Industrigatan 2,Malmö,30003,Sverige,SE,19561020-2428,+46,08-562 17 83,1956-10-20,True
Anders,Nord,Ringtorget 29,Uddevalla,44242,Sverige,SE,19650707-0822,+46,08-229 50 67,1965-07-07,True
Karoline,Hanssen,Abrahamsentjernet 098,Livhelle,9459,Norge,NO,19720419-7489,+47,99021757,1972-04-19,True
Torill,Haug,Knudsenflata 7,Robertborg,4565,Norge,NO,19450716-5370,+47,49137316,1945-07-16,True
Ryan,Farmer,Debbie Fort 4342,Gonzalezville,01128,Danmark,DK,19890824-8027,+45,7529693002,1989-08-24,True
Kristine,Sandvik,Madsenlyngen 6,Pettersen,7263,Norge,NO,19800316-5355,+47,+47 56 21 88 08,1980-03-16,True
Ulf,Lindahl,Grangatan 37,Ängelholm,28771,Sverige,SE,19790613-0336,+46,0470-16 54 60,1979-06-13,True
Karen,Sullivan,Anne Union 8519,South Karla,09479,Danmark,DK,19770823-1717,+45,828.301.6658x0275,1977-08-23,True
Gunnar,Rosén,Grangatan 22,Karlstad,55283,Sverige,SE,19860810-4919,+358,+46 (0)54 81 72 69,1986-08-10,True
Karin,Larsson,Nyvägen 1,Sandviken,61320,Sverige,SE,19890309-2556,+46,08-90 22 53,1989-03-09,True
Markus,Sæther,Johnsenbråten 48,Eriksen,4154,Norge,NO,19630305-3528,+47,20522858,1963-03-05,True
Christina,Petersson,Backstigen 8,Varberg,74612,Sverige,SE,19901103-4999,+46,08-643 55 36,1990-11-03,True
Erik,Andersson,Kyrktorget 441,Lidingö,93069,Sverige,SE,19950704-0001,+46,+46 (0)8 874 677 27,1995-07-04,True
Annette,Olsson,Gengatan 5,Skellefteå,46279,Sverige,SE,19760807-4148,+46,066-466 81 07,1976-08-07,True
Nils,Bergström,Parkvägen 405,Södertälje,76939,Sverige,SE,19710322-0436,+46,+46 (0)8 958 971 83,1971-03-22,True
Emilia,Laukkanen,Ilkankatu 931,Puolanka,53170,Finland,FI,19980110-669D,+358,+358 41 0447985,1998-01-10,True
Alf,Eriksson,Kyrkstigen 4,Halmstad,74257,Sverige,SE,19651014-9243,+46,08-053 98 67,1965-10-14,True
Roland,Eriksson,Skolvägen 3,Örnsköldsvik,54171,Sverige,SE,19570505-6619,+46,+46 (0)87 93 16 08,1957-05-05,True
Trond,Engen,Iversenmoen 33,Andreavåg,2759,Norge,NO,19570222-7805,+47,+47 47 41 77 55,1957-02-22,True
Ricky,Wilson,Morrison Camp 552,East Joshua,66364,Danmark,DK,19761010-4931,+45,8364747483,1976-10-10,True
Lisa,Mullins,Rocha Circle 510,New Danielleview,14858,Danmark,DK,19951224-8980,+45,498.686.7079,1995-12-24,True
May,Bøe,Ødegårdgata 71,Haugland,7545,Norge,NO,19621030-8196,+47,51475629,1962-10-30,True
Trevor,May,Davis Dale 5654,South Deniseville,70120,Danmark,DK,19730820-3270,+45,8692420201,1973-08-20,True
Gustav,Karlsson,Ekgatan 272,Skövde,83385,Sverige,SE,19981212-6988,+46,+46 (0)601 518 91,1998-12-12,True
Tor,Dahl,Danielsenhaugen 14,Mathiashamn,4389,Norge,NO,19810420-3393,+47,+4779659959,1981-04-20,True
Stefan,Karlsson,Skolgatan 2,Norrköping,87875,Sverige,SE,19920224-1989,+46,+46 (0)8 460 250 17,1992-02-24,True
Olav,Næss,Simonsenskogen 835,Thomasstrand,6963,Norge,NO,19670315-6179,+47,19 99 67 64,1967-03-15,True
Elisabeth,Persson,Furugränd 5,Göteborg,79905,Sverige,SE,19430714-6538,+46,+46 (0)8 119 711 96,1943-07-14,True
Lars,Berggren,Backvägen 7,Borlänge,74373,Sverige,SE,19440829-4219,+46,027-949 48 68,1944-08-29,True
Vilde,Ahmed,Martinsenhagen 7,Mariannevær,8678,Norge,NO,19851207-7300,+47,+4763710384,1985-12-07,True
Ingela,Pettersson,Skogsvägen 2,Kristianstad,53643,Sverige,SE,19810906-8468,+46,08-87 24 83,1981-09-06,True
Monica,Boström,Skogsstigen 425,Piteå,43498,Sverige,SE,19770322-2288,+46,08-197 706 86,1977-03-22,True
Mary,Bullock,Arthur Cape 187,Henryport,67077,Danmark,DK,19450129-0110,+45,743-468-8308,1945-01-29,True
Erik,Johansson,Nygatan 166,Ängelholm,63615,Sverige,SE,19840421-1919,+46,0649-114 48,1984-04-21,True
Carl,Johnson,Duane Villages 82920,New Calvin,70765,Danmark,DK,19961014-3875,+45,892.545.4171,1996-10-14,True
Sofia,Palm,Fabriksgränd 40,Trelleborg,87727,Sverige,SE,19480304-2206,+46,0329-53 76 81,1948-03-04,True
Paul,Gustavsson,Parktorget 7,Örnsköldsvik,83515,Sverige,SE,19650404-3713,+46,08-07 65 07,1965-04-04,True
Adrian,Engen,Hansenkollen 341,Leifdal,7968,Norge,NO,19530214-1190,+47,58494843,1953-02-14,True
Britt-Marie,Nilsson,Industrigatan 02,Lidköping,69052,Sverige,SE,19660131-5168,+46,049-87 92 86,1966-01-31,True
Jeffrey,Gordon,James Crossroad 157,Port Valerie,87337,Danmark,DK,19770130-3819,+45,(786)386-4250x64458,1977-01-30,True
Pål,Evensen,Ruudtunet 5G,Bakken,7681,Norge,NO,19411120-7590,+47,+4709407072,1941-11-20,True
Eva,Berg,Abrahamsenlia 5B,Frodeøy,4021,Norge,NO,19891024-8398,+47,+47 06 70 72 08,1989-10-24,True
Steinar,Engen,Birkelandengen 353,Moe,9511,Norge,NO,19450318-6068,+47,42225967,1945-03-18,True
Sindre,Paulsen,Jensenskogen 2,Myklebust,7155,Norge,NO,19411029-6089,+47,47331830,1941-10-29,True
Rebecka,Johansson,Kyrkvägen 2,Lidingö,93530,Sverige,SE,19690101-1222,+46,08-850 458 32,1969-01-01,True
Kent,Andersson,Gengatan 81,Örnsköldsvik,50902,Sverige,SE,19620621-6193,+46,+46 (0)8 520 814 52,1962-06-21,True
Per,Söderberg,Åkergatan 500,Karlskrona,61834,Sverige,SE,19630206-2797,+46,031-56 66 44,1963-02-06,True
Louise,Eriksson,Parktorget 26,Umeå,98729,Sverige,SE,19960505-1907,+46,0038-938 68,1996-05-05,True
Bertil,Jonasson,Ängstorget 088,Helsingborg,45006,Sverige,SE,19401127-1840,+46,0664-150 53,1940-11-27,True
Per,Jansson,Grantorget 75,Karlskoga,67813,Sverige,SE,19480103-1874,+46,0864-562 18,1948-01-03,True
Liv,Myklebust,Thomassengrenda 12,Simenstad,9580,Norge,NO,19700217-9123,+47,67167537,1970-02-17,True
Susanna,Eriksson,Skogstorget 54,Kristianstad,24627,Sverige,SE,19961231-5230,+46,002-912 25 87,1996-12-31,True
Anita,Söderberg,Asptorget 8,Karlskrona,14447,Sverige,SE,19410308-6595,+46,+46 (0)8 529 282 64,1941-03-08,False
Andreas,Bengtsson,Skoltorget 43,Borås,15765,Finland,SE,20000121-6207,+46,08-827 07 32,2000-01-21,True
Mattias,Sundin,Skogsvägen 015,Skellefteå,99467,Sverige,SE,19850124-3668,+46,+46 (0)8 388 321 19,1985-01-24,True
Maria,Paananen,Iestie 9,Koski Tl,83671,Finland,FI,19610222-5908,+358,087 938 9411,1961-02-22,True
Ruth,Sundberg,Strandvägen 4,Falun,58180,Sverige,SE,19730908-2850,+46,0006-80 55 34,1973-09-08,True
Else,Tangen,Ahmedskrenten 53A,Jensvåg,5595,Norge,NO,19431116-4346,+47,971 16 157,1943-11-16,True
Maria,Haugland,Myklebuststubben 16B,Torevåg,8686,Norge,NO,19890122-4628,+47,60 66 20 37,1989-01-22,True
Inga,Svensson,Idrottsgatan 085,Gävle,69986,Sverige,SE,19770712-4135,+46,+46 (0)71 28 10 48,1977-07-12,True
Robert,Romero,Joseph Course 4028,Lake Lisa,96834,Danmark,DK,19670725-3498,+45,001-392-383-4961,1967-07-25,True
Petter,Eliasson,Ekgränd 44,Örnsköldsvik,95784,Sverige,SE,19500225-2388,+46,032-958 01 80,1950-02-25,True
Lena,Palm,Skogsstigen 670,Malmö,23634,Sverige,SE,19430426-3220,+46,+46 (0)11 57 92 87,1943-04-26,True
Bernt,Jansson,Skolgatan 45,Karlstad,21114,Sverige,SE,19460407-5524,+46,08-021 158 86,1946-04-07,True
Maria,Strömberg,Ängsstigen 100,Lidingö,21605,Sverige,SE,19571115-1612,+46,08-117 54 27,1957-11-15,True
Berit,Rønning,Jenssentoppen 6C,Martesund,9286,Norge,NO,19470109-0970,+47,499 39 944,1947-01-09,True
Joanna,Hudson,Melanie Curve 7558,West Samantha,90977,Danmark,DK,19531121-8691,+45,(685)770-5799x724,1953-11-21,True
Margit,Hansson,Storvägen 17,Borås,20817,Sverige,SE,19420913-4497,+46,+46 (0)184 543 36,1942-09-13,True
Siri,Isaksen,Brekkejordet 51,Perfjell,0148,Norge,NO,19560316-2547,+47,42718724,1956-03-16,True
Carl,Jensen,Industrivägen 08,Skövde,64979,Sverige,SE,19680411-3327,+46,08-783 01 12,1968-04-11,True
Bert,Johansson,Backgränd 196,Umeå,68237,Sverige,SE,19920122-1572,+46,08-30 01 42,1992-01-22,True
Unni,Paulsen,Jenssenmyra 6,Mathisen,9536,Norge,NO,19580318-1449,+47,+4795419374,1958-03-18,True
Alf,Madsen,Knutsenbråten 3,Danielsen,3170,Norge,NO,19700412-7256,+47,43576379,1970-04-12,True
Maria,Lundberg,Furuvägen 1,Falun,71860,Sverige,SE,19430421-3692,+46,095-924 86 41,1943-04-21,True
Anders,Börjesson,Kvarntorget 08,Nyköping,37897,Sverige,SE,19970419-2110,+46,08-294 41 17,1997-04-19,True
Magnus,Blomqvist,Idrottsvägen 965,Karlstad,46302,Sverige,SE,19990713-6788,+46,+46 (0)8 269 151 06,1999-07-13,True
Eli,Solberg,Pettersenskogen 83,Leifmark,1743,Norge,NO,19760221-1283,+47,22 38 10 21,1976-02-21,True
Jenny,Hedström,Strandvägen 17,Falun,95277,Sverige,SE,19970612-7686,+46,0025-378 96,1997-06-12,True
